city,state_id,state_name,county_name,population,military,incorporated,timezone,zips,id
Shelbyville,IL,Illinois,Shelby,4823,FALSE,TRUE,America/Chicago,62565,1840009568
Kenilworth,IL,Illinois,Cook,2520,FALSE,TRUE,America/Chicago,60043,1840011254
Maple Park,IL,Illinois,Kane,1325,FALSE,TRUE,America/Chicago,60151,1840011349
Flossmoor,IL,Illinois,Cook,9332,FALSE,TRUE,America/Chicago,60422,1840011274
Vernon Hills,IL,Illinois,Lake,26253,FALSE,TRUE,America/Chicago,60061,1840011181
Kilbourne,IL,Illinois,Mason,283,FALSE,TRUE,America/Chicago,62655,1840012206
Winnebago,IL,Illinois,Winnebago,2989,FALSE,TRUE,America/Chicago,61088,1840011126
Cary,IL,Illinois,McHenry,17885,FALSE,TRUE,America/Chicago,60013,1840010109
Hull,IL,Illinois,Pike,437,FALSE,TRUE,America/Chicago,62343,1840012531
Bolingbrook,IL,Illinois,Will,75201,FALSE,TRUE,America/Chicago,60490 60440,1840011482
Marine,IL,Illinois,Madison,925,FALSE,TRUE,America/Chicago,62061,1840012800
Dallas City,IL,Illinois,Hancock,888,FALSE,TRUE,America/Chicago,62330,1840007218
Hamel,IL,Illinois,Madison,814,FALSE,TRUE,America/Chicago,62046 62097,1840012791
Arrowsmith,IL,Illinois,McLean,283,FALSE,TRUE,America/Chicago,61722,1840011970
Livingston,IL,Illinois,Madison,820,FALSE,TRUE,America/Chicago,62058,1840012793
Charleston,IL,Illinois,Coles,20968,FALSE,TRUE,America/Chicago,61920,1840007324
Lake Zurich,IL,Illinois,Lake,19903,FALSE,TRUE,America/Chicago,60047,1840011160
Lyons,IL,Illinois,Cook,10585,FALSE,TRUE,America/Chicago,60534 60525,1840011292
Patoka,IL,Illinois,Marion,563,FALSE,TRUE,America/Chicago,62875,1840012848
Bishop Hill,IL,Illinois,Henry,123,FALSE,TRUE,America/Chicago,61419,1840011585
Metamora,IL,Illinois,Woodford,3746,FALSE,TRUE,America/Chicago,61548,1840011945
Central City,IL,Illinois,Marion,1132,FALSE,TRUE,America/Chicago,62801,1840010759
Hodgkins,IL,Illinois,Cook,1897,FALSE,TRUE,America/Chicago,60501 60525 60480,1840011262
Towanda,IL,Illinois,McLean,466,FALSE,TRUE,America/Chicago,61776 61761,1840011983
Wonder Lake,IL,Illinois,McHenry,4396,FALSE,TRUE,America/Chicago,60097 60050,1840011142
Murphysboro,IL,Illinois,Jackson,9173,FALSE,TRUE,America/Chicago,62966,1840008701
Lovington,IL,Illinois,Moultrie,1069,FALSE,TRUE,America/Chicago,61937,1840012563
Shawneetown,IL,Illinois,Gallatin,1128,FALSE,TRUE,America/Chicago,62984,1840009867
Muncie,IL,Illinois,Vermilion,138,FALSE,TRUE,America/Chicago,61857,1840012185
Brookport,IL,Illinois,Massac,913,FALSE,TRUE,America/Chicago,62910,1840006448
Lostant,IL,Illinois,LaSalle,486,FALSE,TRUE,America/Chicago,61334,1840011537
Godley,IL,Illinois,Will,726,FALSE,TRUE,America/Chicago,60407,1840011487
Elkhart,IL,Illinois,Logan,391,FALSE,TRUE,America/Chicago,62634,1840012308
Scottville,IL,Illinois,Macoupin,111,FALSE,TRUE,America/Chicago,62674 62683,1840012661
Sandoval,IL,Illinois,Marion,1221,FALSE,TRUE,America/Chicago,62882,1840012846
Hartford,IL,Illinois,Madison,1367,FALSE,TRUE,America/Chicago,62084 62087 62048,1840012792
Minonk,IL,Illinois,Woodford,2006,FALSE,TRUE,America/Chicago,61760,1840008295
Standard City,IL,Illinois,Macoupin,146,FALSE,TRUE,America/Chicago,62640,1840012662
Milton,IL,Illinois,Pike,264,FALSE,TRUE,America/Chicago,62352,1840012535
Waggoner,IL,Illinois,Montgomery,256,FALSE,TRUE,America/Chicago,62572,1840012646
Barrington,IL,Illinois,Cook,10297,FALSE,TRUE,America/Chicago,60010,1840011244
Browning,IL,Illinois,Schuyler,127,FALSE,TRUE,America/Chicago,62624,1840010482
Banner,IL,Illinois,Fulton,185,FALSE,TRUE,America/Chicago,61520,1840012008
Emington,IL,Illinois,Livingston,109,FALSE,TRUE,America/Chicago,60934,1840011784
Effingham,IL,Illinois,Effingham,14092,FALSE,TRUE,America/Chicago,62401,1840008545
Ellisville,IL,Illinois,Fulton,92,FALSE,TRUE,America/Chicago,61431,1840012013
Brimfield,IL,Illinois,Peoria,842,FALSE,TRUE,America/Chicago,61517,1840010353
Nebo,IL,Illinois,Pike,327,FALSE,TRUE,America/Chicago,62355,1840012536
Middletown,IL,Illinois,Logan,308,FALSE,TRUE,America/Chicago,62666,1840012310
Malta,IL,Illinois,DeKalb,1160,FALSE,TRUE,America/Chicago,60150,1840011338
Canton,IL,Illinois,Fulton,13972,FALSE,TRUE,America/Chicago,61520,1840007212
Spring Valley,IL,Illinois,Bureau,5239,FALSE,TRUE,America/Chicago,61362,1840009275
Gulf Port,IL,Illinois,Henderson,50,FALSE,FALSE,America/Chicago,61425,1840029744
Normal,IL,Illinois,McLean,54284,FALSE,TRUE,America/Chicago,61761 61790,1840009401
Mendota,IL,Illinois,LaSalle,6929,FALSE,TRUE,America/Chicago,61342,1840008199
Sherman,IL,Illinois,Sangamon,4701,FALSE,TRUE,America/Chicago,62684 62707,1840012455
Fox Lake,IL,Illinois,Lake,10554,FALSE,TRUE,America/Chicago,60020 60081 60041,1840011168
Rankin,IL,Illinois,Vermilion,532,FALSE,TRUE,America/Chicago,60960,1840012182
Steeleville,IL,Illinois,Randolph,3256,FALSE,TRUE,America/Chicago,62288,1840012940
Glen Ellyn,IL,Illinois,DuPage,28045,FALSE,TRUE,America/Chicago,60137 60138,1840011405
Long Creek,IL,Illinois,Macon,1288,FALSE,TRUE,America/Chicago,62521,1840012427
Riverwoods,IL,Illinois,Lake,3626,FALSE,TRUE,America/Chicago,60015,1840011169
Floraville,IL,Illinois,St. Clair,0,FALSE,FALSE,America/Chicago,62298,1840024656
Madison,IL,Illinois,Madison,3823,FALSE,TRUE,America/Chicago,62040 62201 62060,1840009716
Percy,IL,Illinois,Randolph,930,FALSE,TRUE,America/Chicago,62272,1840012939
Troy,IL,Illinois,Madison,10176,FALSE,TRUE,America/Chicago,62294,1840010709
Fithian,IL,Illinois,Vermilion,465,FALSE,TRUE,America/Chicago,61844,1840012180
Opdyke,IL,Illinois,Jefferson,187,FALSE,FALSE,America/Chicago,62872,1840025671
Tower Lakes,IL,Illinois,Lake,1250,FALSE,FALSE,America/Chicago,60010,1840029830
Neoga,IL,Illinois,Cumberland,1625,FALSE,TRUE,America/Chicago,62447,1840008512
Lansing,IL,Illinois,Cook,27962,FALSE,TRUE,America/Chicago,60438 60411,1840011257
Mound City,IL,Illinois,Pulaski,524,FALSE,TRUE,America/Chicago,62963,1840008774
Bourbonnais,IL,Illinois,Kankakee,18420,FALSE,TRUE,America/Chicago,60914,1840011692
Fairview,IL,Illinois,Fulton,483,FALSE,TRUE,America/Chicago,61432,1840012014
New Lenox,IL,Illinois,Will,26575,FALSE,TRUE,America/Chicago,60451,1840011493
Rolling Meadows,IL,Illinois,Cook,23988,FALSE,TRUE,America/Chicago,60008 60038,1840009185
Foosland,IL,Illinois,Champaign,100,FALSE,TRUE,America/Chicago,61845,1840012225
Harvel,IL,Illinois,Montgomery,214,FALSE,TRUE,America/Chicago,62538,1840012636
Cedar Point,IL,Illinois,LaSalle,261,FALSE,TRUE,America/Chicago,61316 61354,1840010233
Pana,IL,Illinois,Christian,5612,FALSE,TRUE,America/Chicago,62557,1840009548
Varna,IL,Illinois,Marshall,358,FALSE,TRUE,America/Chicago,61375,1840011774
Wood Dale,IL,Illinois,DuPage,13798,FALSE,TRUE,America/Chicago,60191,1840010167
Wenonah,IL,Illinois,Montgomery,35,FALSE,TRUE,America/Chicago,62075,1840012648
Davis Junction,IL,Illinois,Ogle,2546,FALSE,TRUE,America/Chicago,61020,1840011235
Tallula,IL,Illinois,Menard,473,FALSE,TRUE,America/Chicago,62688,1840012400
Hennepin,IL,Illinois,Putnam,707,FALSE,TRUE,America/Chicago,61327,1840011685
Mill Creek,IL,Illinois,Union,64,FALSE,TRUE,America/Chicago,62926 62961,1840013009
Forest View,IL,Illinois,Cook,687,FALSE,TRUE,America/Chicago,60402 60638 60804,1840011277
Harvey,IL,Illinois,Cook,24908,FALSE,TRUE,America/Chicago,60426,1840007029
Knoxville,IL,Illinois,Knox,2795,FALSE,TRUE,America/Chicago,61448,1840008278
Herscher,IL,Illinois,Kankakee,1525,FALSE,TRUE,America/Chicago,60941,1840011697
Gilson,IL,Illinois,Knox,158,FALSE,FALSE,America/Chicago,61436,1840025535
Forest Park,IL,Illinois,Cook,13951,FALSE,TRUE,America/Chicago,60130,1840011276
Clayton,IL,Illinois,Adams,735,FALSE,TRUE,America/Chicago,62324,1840010506
Marietta,IL,Illinois,Fulton,109,FALSE,TRUE,America/Chicago,61459,1840012016
Griggsville,IL,Illinois,Pike,1163,FALSE,TRUE,America/Chicago,62340,1840007315
Como,IL,Illinois,Whiteside,538,FALSE,FALSE,America/Chicago,61081,1840026246
Harristown,IL,Illinois,Macon,1307,FALSE,TRUE,America/Chicago,62522,1840012426
New Bedford,IL,Illinois,Bureau,71,FALSE,TRUE,America/Chicago,61346,1840011578
Hopewell,IL,Illinois,Marshall,404,FALSE,TRUE,America/Chicago,61565,1840011772
Holiday Hills,IL,Illinois,McHenry,582,FALSE,TRUE,America/Chicago,60051,1840011133
Ohlman,IL,Illinois,Montgomery,128,FALSE,TRUE,America/Chicago,62076,1840012642
Libertyville,IL,Illinois,Lake,20490,FALSE,TRUE,America/Chicago,60048,1840011161
Colona,IL,Illinois,Henry,5133,FALSE,TRUE,America/Chicago,61241,1840007098
Iola,IL,Illinois,Clay,135,FALSE,TRUE,America/Chicago,62838,1840012810
Polo,IL,Illinois,Ogle,2213,FALSE,TRUE,America/Chicago,61064,1840009178
Cornland,IL,Illinois,Logan,82,FALSE,FALSE,America/Chicago,62519,1840025556
Olivet,IL,Illinois,Vermilion,411,FALSE,FALSE,America/Chicago,61846 61870,1840025545
Barry,IL,Illinois,Pike,1263,FALSE,TRUE,America/Chicago,62312,1840007314
Mark,IL,Illinois,Putnam,537,FALSE,TRUE,America/Chicago,61326 61340,1840011687
Lisle,IL,Illinois,DuPage,22912,FALSE,TRUE,America/Chicago,60532,1840011401
Langleyville,IL,Illinois,Christian,349,FALSE,FALSE,America/Chicago,62568,1840026611
Ellis Grove,IL,Illinois,Randolph,348,FALSE,TRUE,America/Chicago,62241,1840012934
Broadlands,IL,Illinois,Champaign,346,FALSE,TRUE,America/Chicago,61816,1840010452
Kappa,IL,Illinois,Woodford,232,FALSE,TRUE,America/Chicago,61738,1840011941
Washington,IL,Illinois,Tazewell,16811,FALSE,TRUE,America/Chicago,61571,1840010377
Ringwood,IL,Illinois,McHenry,820,FALSE,TRUE,America/Chicago,60072,1840011139
South Chicago Heights,IL,Illinois,Cook,4085,FALSE,TRUE,America/Chicago,60475 60411,1840011323
La Fayette,IL,Illinois,Stark,203,FALSE,TRUE,America/Chicago,61449,1840073807
Palos Hills,IL,Illinois,Cook,17358,FALSE,TRUE,America/Chicago,60465,1840009182
Elgin,IL,Illinois,Kane,112456,FALSE,TRUE,America/Chicago,60120 60123 60124 60121 60122,1840008134
Kincaid,IL,Illinois,Christian,1410,FALSE,TRUE,America/Chicago,62540,1840012544
Crab Orchard,IL,Illinois,Williamson,273,FALSE,FALSE,America/Chicago,62959,1840025717
Russellville,IL,Illinois,Lawrence,87,FALSE,TRUE,America/Chicago,62439,1840012832
Oakwood,IL,Illinois,Vermilion,1532,FALSE,TRUE,America/Chicago,61858,1840012186
Media,IL,Illinois,Henderson,96,FALSE,TRUE,America/Chicago,61460,1840011795
Annapolis,IL,Illinois,Crawford,29,FALSE,FALSE,America/Chicago,62413,1840024530
Alsip,IL,Illinois,Cook,19079,FALSE,TRUE,America/Chicago,60803,1840010147
Sterling,IL,Illinois,Whiteside,27695,FALSE,TRUE,America/Chicago,61081,1840009200
Noble,IL,Illinois,Richland,660,FALSE,TRUE,America/Chicago,62868,1840012833
Crest Hill,IL,Illinois,Will,21175,FALSE,TRUE,America/Chicago,60403 60441,1840007088
Du Quoin,IL,Illinois,Perry,6150,FALSE,TRUE,America/Chicago,62832,1840008673
Lake Summerset,IL,Illinois,Winnebago,1823,FALSE,FALSE,America/Chicago,61019,1840004634
Paderborn,IL,Illinois,St. Clair,78,FALSE,FALSE,America/Chicago,62298,1840024657
Wellington,IL,Illinois,Iroquois,222,FALSE,TRUE,America/Chicago,60973,1840011868
Eureka,IL,Illinois,Woodford,5614,FALSE,TRUE,America/Chicago,61530,1840008294
Limestone,IL,Illinois,Kankakee,1541,FALSE,TRUE,America/Chicago,60901,1840011696
Scott AFB,IL,Illinois,St. Clair,2913,TRUE,TRUE,America/Chicago,62225,1840073774
Round Lake Park,IL,Illinois,Lake,7704,FALSE,TRUE,America/Chicago,60073 60030,1840011173
Monee,IL,Illinois,Will,5119,FALSE,TRUE,America/Chicago,60449,1840011492
Harrison,IL,Illinois,Jackson,862,FALSE,FALSE,America/Chicago,62966,1840025713
Somonauk,IL,Illinois,DeKalb,1881,FALSE,TRUE,America/Chicago,60548 60552,1840011340
Milledgeville,IL,Illinois,Carroll,966,FALSE,TRUE,America/Chicago,61051,1840011240
Baldwin,IL,Illinois,Randolph,349,FALSE,TRUE,America/Chicago,62217,1840012931
Darien,IL,Illinois,DuPage,22061,FALSE,TRUE,America/Chicago,60561,1840007045
Sheldon,IL,Illinois,Iroquois,988,FALSE,TRUE,America/Chicago,60966,1840011866
Ford Heights,IL,Illinois,Cook,2731,FALSE,TRUE,America/Chicago,60411,1840011275
Hecker,IL,Illinois,Monroe,478,FALSE,TRUE,America/Chicago,62278 62248 62298,1840012895
Barrington Hills,IL,Illinois,Cook,4219,FALSE,TRUE,America/Chicago,60010 60011,1840011245
Mount Zion,IL,Illinois,Macon,5820,FALSE,TRUE,America/Chicago,62521 62549,1840012429
East St. Louis,IL,Illinois,St. Clair,26662,FALSE,TRUE,America/Chicago,62207 62205 62204 62203 62201 62202,1840008629
Ladd,IL,Illinois,Bureau,1218,FALSE,TRUE,America/Chicago,61329,1840011569
East Cape Girardeau,IL,Illinois,Alexander,313,FALSE,TRUE,America/Chicago,62957,1840013018
Zion,IL,Illinois,Lake,23952,FALSE,TRUE,America/Chicago,60099,1840010114
Virginia,IL,Illinois,Cass,1476,FALSE,TRUE,America/Chicago,62691,1840010528
New Holland,IL,Illinois,Logan,259,FALSE,TRUE,America/Chicago,62671,1840012311
Mount Erie,IL,Illinois,Wayne,87,FALSE,TRUE,America/Chicago,62446,1840012886
Carrollton,IL,Illinois,Greene,2441,FALSE,TRUE,America/Chicago,62016,1840007368
Chandlerville,IL,Illinois,Cass,507,FALSE,TRUE,America/Chicago,62627,1840010529
Karnak,IL,Illinois,Pulaski,450,FALSE,TRUE,America/Chicago,62956,1840013023
Mapleton,IL,Illinois,Peoria,273,FALSE,TRUE,America/Chicago,61547,1840011927
Kenney,IL,Illinois,De Witt,315,FALSE,TRUE,America/Chicago,61749,1840012314
Maunie,IL,Illinois,White,133,FALSE,TRUE,America/Chicago,62861,1840012924
Ridott,IL,Illinois,Stephenson,156,FALSE,TRUE,America/Chicago,61067,1840011115
Apple River,IL,Illinois,Jo Daviess,350,FALSE,TRUE,America/Chicago,61001,1840010104
Cisco,IL,Illinois,Piatt,250,FALSE,TRUE,America/Chicago,61830,1840010485
Pittsburg,IL,Illinois,Williamson,561,FALSE,TRUE,America/Chicago,62974,1840012988
Teutopolis,IL,Illinois,Effingham,1588,FALSE,TRUE,America/Chicago,62467,1840012742
Curran,IL,Illinois,Sangamon,206,FALSE,TRUE,America/Chicago,62670,1840012445
Lebanon,IL,Illinois,St. Clair,4417,FALSE,TRUE,America/Chicago,62254,1840008633
Glenwood,IL,Illinois,Cook,8880,FALSE,TRUE,America/Chicago,60425 60411,1840011281
Detroit,IL,Illinois,Pike,79,FALSE,TRUE,America/Chicago,62363,1840012532
Lockport,IL,Illinois,Will,25434,FALSE,TRUE,America/Chicago,60441,1840009256
Bellevue,IL,Illinois,Peoria,1962,FALSE,TRUE,America/Chicago,61604,1840011921
Colfax,IL,Illinois,McLean,1026,FALSE,TRUE,America/Chicago,61728,1840011975
Stone Park,IL,Illinois,Cook,4892,FALSE,TRUE,America/Chicago,60165,1840011327
Phoenix,IL,Illinois,Cook,1948,FALSE,TRUE,America/Chicago,60426,1840011314
Jeisyville,IL,Illinois,Christian,103,FALSE,TRUE,America/Chicago,62568 62540,1840012543
Henderson,IL,Illinois,Knox,245,FALSE,TRUE,America/Chicago,61439,1840011762
New Douglas,IL,Illinois,Madison,310,FALSE,TRUE,America/Chicago,62074,1840012802
Prestbury,IL,Illinois,Kane,1655,FALSE,FALSE,America/Chicago,60554,1840026220
Boulder Hill,IL,Illinois,Kendall,8973,FALSE,FALSE,America/Chicago,60538,1840004821
Kirkland,IL,Illinois,DeKalb,1723,FALSE,TRUE,America/Chicago,60146 60145,1840011336
Metropolis,IL,Illinois,Massac,6198,FALSE,TRUE,America/Chicago,62960,1840008773
Beardstown,IL,Illinois,Cass,5951,FALSE,TRUE,America/Chicago,62618,1840007268
Golden Gate,IL,Illinois,Wayne,67,FALSE,TRUE,America/Chicago,62843,1840012882
Ridgway,IL,Illinois,Gallatin,790,FALSE,TRUE,America/Chicago,62979,1840012970
Basco,IL,Illinois,Hancock,91,FALSE,TRUE,America/Chicago,62313,1840012101
Brighton,IL,Illinois,Macoupin,2151,FALSE,TRUE,America/Chicago,62012,1840010648
New Grand Chain,IL,Illinois,Pulaski,189,FALSE,TRUE,America/Chicago,62941,1840013025
Industry,IL,Illinois,McDonough,449,FALSE,TRUE,America/Chicago,61440,1840012111
Topeka,IL,Illinois,Mason,71,FALSE,TRUE,America/Chicago,61567,1840012211
New Minden,IL,Illinois,Washington,207,FALSE,TRUE,America/Chicago,62263,1840012904
Cambridge,IL,Illinois,Henry,2099,FALSE,TRUE,America/Chicago,61238,1840010243
Essex,IL,Illinois,Kankakee,771,FALSE,TRUE,America/Chicago,60935,1840011699
Hidalgo,IL,Illinois,Jasper,107,FALSE,TRUE,America/Chicago,62432,1840012758
Port Byron,IL,Illinois,Rock Island,1639,FALSE,TRUE,America/Chicago,61275,1840011441
Royalton,IL,Illinois,Franklin,1126,FALSE,TRUE,America/Chicago,62983,1840012954
Ferris,IL,Illinois,Hancock,146,FALSE,TRUE,America/Chicago,62321 62336,1840012104
Buda,IL,Illinois,Bureau,510,FALSE,TRUE,America/Chicago,61314,1840010238
Henning,IL,Illinois,Vermilion,238,FALSE,TRUE,America/Chicago,61865 61811 61848,1840012177
Ashmore,IL,Illinois,Coles,759,FALSE,TRUE,America/Chicago,61912,1840012578
Pawnee,IL,Illinois,Sangamon,2802,FALSE,TRUE,America/Chicago,62558,1840012452
Morrison,IL,Illinois,Whiteside,4022,FALSE,TRUE,America/Chicago,61270,1840008149
Witt,IL,Illinois,Montgomery,858,FALSE,TRUE,America/Chicago,62094,1840010645
Hanover,IL,Illinois,Jo Daviess,784,FALSE,TRUE,America/Chicago,61041,1840011104
New Boston,IL,Illinois,Mercer,651,FALSE,TRUE,America/Chicago,61272,1840008257
Kinderhook,IL,Illinois,Pike,209,FALSE,TRUE,America/Chicago,62345,1840012530
Ewing,IL,Illinois,Franklin,301,FALSE,TRUE,America/Chicago,62836,1840012953
Tiskilwa,IL,Illinois,Bureau,778,FALSE,TRUE,America/Chicago,61368,1840011583
Sleepy Hollow,IL,Illinois,Kane,3313,FALSE,TRUE,America/Chicago,60118,1840011353
Grantfork,IL,Illinois,Madison,332,FALSE,TRUE,America/Chicago,62249,1840012790
Stanford,IL,Illinois,McLean,586,FALSE,TRUE,America/Chicago,61774,1840011982
Milan,IL,Illinois,Rock Island,5061,FALSE,TRUE,America/Chicago,61264,1840011444
Kinsman,IL,Illinois,Grundy,94,FALSE,TRUE,America/Chicago,60437,1840011612
Abingdon,IL,Illinois,Knox,3191,FALSE,TRUE,America/Chicago,61410,1840007161
Collinsville,IL,Illinois,Madison,24703,FALSE,TRUE,America/Chicago,62234,1840007423
Lake Petersburg,IL,Illinois,Menard,574,FALSE,FALSE,America/Chicago,62675,1840026556
Salem,IL,Illinois,Marion,7954,FALSE,TRUE,America/Chicago,62881,1840009789
Lake Holiday,IL,Illinois,LaSalle,4562,FALSE,FALSE,America/Chicago,60548 60552,1840026300
Sauk Village,IL,Illinois,Cook,10452,FALSE,TRUE,America/Chicago,60411,1840011290
Jerseyville,IL,Illinois,Jersey,8777,FALSE,TRUE,America/Chicago,62052,1840008530
Heritage Lake,IL,Illinois,Tazewell,1478,FALSE,FALSE,America/Chicago,61755,1840029901
Wayne City,IL,Illinois,Wayne,1021,FALSE,TRUE,America/Chicago,62895,1840012888
Virden,IL,Illinois,Macoupin,4193,FALSE,TRUE,America/Chicago,62690,1840010647
St. Augustine,IL,Illinois,Knox,115,FALSE,TRUE,America/Chicago,61474,1840011765
McLeansboro,IL,Illinois,Hamilton,2607,FALSE,TRUE,America/Chicago,62859,1840008671
Eldred,IL,Illinois,Greene,189,FALSE,TRUE,America/Chicago,62027,1840012666
Havana,IL,Illinois,Mason,3076,FALSE,TRUE,America/Chicago,62644,1840007238
South Holland,IL,Illinois,Cook,21732,FALSE,TRUE,America/Chicago,60473,1840011324
Nelson,IL,Illinois,Lee,161,FALSE,TRUE,America/Chicago,61071 61021,1840011431
Boody,IL,Illinois,Macon,304,FALSE,FALSE,America/Chicago,62514 62544,1840025577
Glenview,IL,Illinois,Cook,47659,FALSE,TRUE,America/Chicago,60025 60026,1840011280
Sadorus,IL,Illinois,Champaign,403,FALSE,TRUE,America/Chicago,61872,1840012229
Lake Ka-Ho,IL,Illinois,Macoupin,225,FALSE,TRUE,America/Chicago,62069,1840012649
Jerome,IL,Illinois,Sangamon,1607,FALSE,TRUE,America/Chicago,62704,1840012442
Rock Island Arsenal,IL,Illinois,Rock Island,52,TRUE,TRUE,America/Chicago,61201 61299,1840073773
Hollowayville,IL,Illinois,Bureau,80,FALSE,TRUE,America/Chicago,61356,1840011570
Bismarck,IL,Illinois,Vermilion,551,FALSE,TRUE,America/Chicago,61814,1840012176
Farmington,IL,Illinois,Fulton,2280,FALSE,TRUE,America/Chicago,61531,1840008330
Wyoming,IL,Illinois,Stark,1295,FALSE,TRUE,America/Chicago,61491,1840010304
Ashkum,IL,Illinois,Iroquois,715,FALSE,TRUE,America/Chicago,60911,1840011854
Lakewood,IL,Illinois,McHenry,3928,FALSE,TRUE,America/Chicago,60014 60098,1840011131
De Land,IL,Illinois,Piatt,430,FALSE,TRUE,America/Chicago,61839,1840012322
Cowden,IL,Illinois,Shelby,580,FALSE,TRUE,America/Chicago,62422,1840012587
Alma,IL,Illinois,Marion,309,FALSE,TRUE,America/Chicago,62807,1840010760
Worden,IL,Illinois,Madison,1030,FALSE,TRUE,America/Chicago,62097,1840012804
Bridgeport,IL,Illinois,Lawrence,1741,FALSE,TRUE,America/Chicago,62417,1840006131
Sciota,IL,Illinois,McDonough,58,FALSE,TRUE,America/Chicago,61475,1840012113
Fieldon,IL,Illinois,Jersey,221,FALSE,TRUE,America/Chicago,62031,1840012715
Donovan,IL,Illinois,Iroquois,284,FALSE,TRUE,America/Chicago,60931,1840011860
Tolono,IL,Illinois,Champaign,3449,FALSE,TRUE,America/Chicago,61880,1840012239
Pinckneyville,IL,Illinois,Perry,5413,FALSE,TRUE,America/Chicago,62274,1840009844
Prophetstown,IL,Illinois,Whiteside,1974,FALSE,TRUE,America/Chicago,61277,1840009201
Oreana,IL,Illinois,Macon,824,FALSE,TRUE,America/Chicago,62554,1840012431
Lynwood,IL,Illinois,Cook,9279,FALSE,TRUE,America/Chicago,60411,1840011291
Makanda,IL,Illinois,Jackson,540,FALSE,TRUE,America/Chicago,62958,1840012966
McNabb,IL,Illinois,Putnam,264,FALSE,TRUE,America/Chicago,61335,1840011688
Batchtown,IL,Illinois,Calhoun,202,FALSE,TRUE,America/Chicago,62006,1840012682
Magnolia,IL,Illinois,Putnam,249,FALSE,TRUE,America/Chicago,61336,1840011686
East Galesburg,IL,Illinois,Knox,788,FALSE,TRUE,America/Chicago,61430 61448,1840011763
Greenville,IL,Illinois,Bond,6738,FALSE,TRUE,America/Chicago,62246,1840008563
Cobden,IL,Illinois,Union,1101,FALSE,TRUE,America/Chicago,62920,1840013007
Richton Park,IL,Illinois,Cook,13505,FALSE,TRUE,America/Chicago,60471 60443,1840011283
Thawville,IL,Illinois,Iroquois,253,FALSE,TRUE,America/Chicago,60968,1840011867
Berkeley,IL,Illinois,Cook,5130,FALSE,TRUE,America/Chicago,60163,1840011249
Braceville,IL,Illinois,Grundy,761,FALSE,TRUE,America/Chicago,60407 60408,1840011611
El Dara,IL,Illinois,Pike,75,FALSE,TRUE,America/Chicago,62312 62356,1840012533
Dowell,IL,Illinois,Jackson,388,FALSE,TRUE,America/Chicago,62927 62932,1840012964
Raritan,IL,Illinois,Henderson,124,FALSE,TRUE,America/Chicago,61471,1840011794
Seatonville,IL,Illinois,Bureau,301,FALSE,TRUE,America/Chicago,61359,1840011581
Southern View,IL,Illinois,Sangamon,1599,FALSE,TRUE,America/Chicago,62703,1840012456
Blandinsville,IL,Illinois,McDonough,611,FALSE,TRUE,America/Chicago,61420,1840012109
Irvington,IL,Illinois,Washington,624,FALSE,TRUE,America/Chicago,62801 62848,1840012899
O'Fallon,IL,Illinois,St. Clair,29272,FALSE,TRUE,America/Chicago,62269,1840008632
Florence,IL,Illinois,Pike,38,FALSE,TRUE,America/Chicago,62363,1840012534
Good Hope,IL,Illinois,McDonough,372,FALSE,TRUE,America/Chicago,61438,1840012110
Johnsburg,IL,Illinois,McHenry,6317,FALSE,TRUE,America/Chicago,60051,1840011128
Maroa,IL,Illinois,Macon,1730,FALSE,TRUE,America/Chicago,61756,1840008397
Hindsboro,IL,Illinois,Douglas,303,FALSE,TRUE,America/Chicago,61930,1840012508
Pearl,IL,Illinois,Pike,132,FALSE,TRUE,America/Chicago,62361,1840012538
Petersburg,IL,Illinois,Menard,3030,FALSE,TRUE,America/Chicago,62675 62659,1840009469
Chestnut,IL,Illinois,Logan,117,FALSE,FALSE,America/Chicago,62518,1840025555
Carol Stream,IL,Illinois,DuPage,39989,FALSE,TRUE,America/Chicago,60188 60116 60128 60197 60199,1840010169
Diamond,IL,Illinois,Grundy,2508,FALSE,TRUE,America/Chicago,60416,1840011614
St. Charles,IL,Illinois,Kane,32714,FALSE,TRUE,America/Chicago,60175 60174,1840009190
Inverness,IL,Illinois,Cook,7508,FALSE,TRUE,America/Chicago,60010 60067 60006,1840011266
Hoffman,IL,Illinois,Clinton,486,FALSE,TRUE,America/Chicago,62801 62250,1840012854
Macomb,IL,Illinois,McDonough,18889,FALSE,TRUE,America/Chicago,61455,1840009411
Orland Hills,IL,Illinois,Cook,7152,FALSE,TRUE,America/Chicago,60487,1840011309
Lemont,IL,Illinois,Cook,17075,FALSE,TRUE,America/Chicago,60439,1840011258
Thebes,IL,Illinois,Alexander,352,FALSE,TRUE,America/Chicago,62990,1840013021
Thomasboro,IL,Illinois,Champaign,1110,FALSE,TRUE,America/Chicago,61878,1840012238
White Heath,IL,Illinois,Piatt,254,FALSE,FALSE,America/Chicago,61884,1840025559
Blue Island,IL,Illinois,Cook,23361,FALSE,TRUE,America/Chicago,60406,1840007028
Robinson,IL,Illinois,Crawford,7628,FALSE,TRUE,America/Chicago,62454,1840009691
Morton Grove,IL,Illinois,Cook,23142,FALSE,TRUE,America/Chicago,60053,1840011299
Belleville,IL,Illinois,St. Clair,41649,FALSE,TRUE,America/Chicago,62221 62220 62226 62223,1840007486
